"Kafli","Undirheiti kafla","Kaflaröðun","Gr.","Málsgr.","Málsl.","Titill greinar","Efni"
"V. kafli","Ráðherrar og ríkisstjórn",6,93,1,1,"Upplýsinga- og sannleiksskylda","Ráðherra er skylt að veita Alþingi eða þingnefnd allar upplýsingar, skjöl og skýrslur um málefni sem undir hann heyra, nema leynt skuli fara samkvæmt lögum."
"V. kafli","Ráðherrar og ríkisstjórn",6,93,2,1,"Upplýsinga- og sannleiksskylda","Þingmenn eiga rétt á upplýsingum frá ráðherra með því að bera fram fyrirspurn um mál eða óska eftir skýrslu, samkvæmt nánari fyrirmælum í lögum."
"V. kafli","Ráðherrar og ríkisstjórn",6,93,3,1,"Upplýsinga- og sannleiksskylda","Upplýsingar sem ráðherra veitir Alþingi, nefndum þess og þingmönnum skulu vera réttar, viðeigandi og fullnægjandi."
"V. kafli","Ráðherrar og ríkisstjórn",6,94,1,1,"Skýrsla ríkisstjórnar til Alþingis","Árlega leggur ríkisstjórn fyrir Alþingi skýrslu um störf sín og framkvæmd ályktana þingsins."
"V. kafli","Ráðherrar og ríkisstjórn",6,94,2,1,"Skýrsla ríkisstjórnar til Alþingis","Ráðherra getur gert grein fyrir málefni sem undir hann heyrir með skýrslu til Alþingis."
"V. kafli","Ráðherrar og ríkisstjórn",6,95,1,1,"Ráðherraábyrgð","Ráðherrar bera lagalega ábyrgð á stjórnarframkvæmdum öllum."
"V. kafli","Ráðherrar og ríkisstjórn",6,95,1,2,"Ráðherraábyrgð","Bóki ráðherra andstöðu við ákvörðun ríkisstjórnar ber hann þó ekki ábyrgð á henni."
"V. kafli","Ráðherrar og ríkisstjórn",6,95,1,3,"Ráðherraábyrgð","Ábyrgð vegna embættisbrota þeirra skal ákveðin með lögum."
"V. kafli","Ráðherrar og ríkisstjórn",6,95,2,1,"Ráðherraábyrgð","Stjórnskipunar- og eftirlitsnefnd Alþingis ákveður, að undangenginni könnun, hvort hefja skuli rannsókn á meintum embættisbrotum ráðherra."
"V. kafli","Ráðherrar og ríkisstjórn",6,95,2,2,"Ráðherraábyrgð","Nefndin skipar saksóknara sem annast rannsóknina."
"V. kafli","Ráðherrar og ríkisstjórn",6,95,2,3,"Ráðherraábyrgð","Hann metur hvort niðurstaða rannsóknarinnar sé nægileg eða líkleg til sakfellingar og gefur þá út ákæru og sækir málið fyrir dómstólum."
"V. kafli","Ráðherrar og ríkisstjórn",6,95,2,4,"Ráðherraábyrgð","Nánar skal kveðið á um rannsókn og meðferð slíkra mála í lögum."
"V. kafli","Ráðherrar og ríkisstjórn",6,96,1,1,"Skipun embættismanna","Ráðherrar og önnur stjórnvöld veita þau embætti sem lög mæla."
"V. kafli","Ráðherrar og ríkisstjórn",6,96,2,1,"Skipun embættismanna","Hæfni og málefnaleg sjónarmið skulu ráða við skipun í embætti."
"V. kafli","Ráðherrar og ríkisstjórn",6,96,3,1,"Skipun embættismanna","Þegar ráðherra skipar í embætti dómara og ríkissaksóknara skal skipun borin undir forseta Íslands til staðfestingar."
"V. kafli","Ráðherrar og ríkisstjórn",6,96,3,2,"Skipun embættismanna","Synji forseti skipun staðfestingar þarf Alþingi að samþykkja skipunina með 2/3 hlutum atkvæða til að hún taki gildi."
"V. kafli","Ráðherrar og ríkisstjórn",6,96,4,1,"Skipun embættismanna","Ráðherra skipar í önnur æðstu embætti, eins og þau eru skilgreind í lögum, að fenginni tillögu sjálfstæðrar nefndar."
"V. kafli","Ráðherrar og ríkisstjórn",6,96,4,2,"Skipun embættismanna","Velji ráðherra ekki í slíkt embætti einn þeirra sem nefndin telur hæfasta er skipun háð samþykki Alþingis með 2/3 hlutum atkvæða."
"V. kafli","Ráðherrar og ríkisstjórn",6,96,5,1,"Skipun embættismanna","Forseti Íslands skipar formann nefndarinnar."
"V. kafli","Ráðherrar og ríkisstjórn",6,96,5,2,"Skipun embættismanna","Um nánari skipan hennar og störf skal mælt fyrir í lögum."
"V. kafli","Ráðherrar og ríkisstjórn",6,96,6,1,"Skipun embættismanna","Í lögum má kveða á um að í tiltekin embætti megi einungis skipa íslenska ríkisborgara."
"V. kafli","Ráðherrar og ríkisstjórn",6,96,6,2,"Skipun embættismanna","Krefja má embættismann um eiðstaf að stjórnarskránni."
"V. kafli","Ráðherrar og ríkisstjórn",6,97,1,1,"Sjálfstæðar ríkisstofnanir","Í lögum má kveða á um tilteknar stofnanir ríkisins, sem gegna mikilvægu eftirliti eða afla upplýsinga sem nauðsynlegar eru í lýðræðisþjóðfélagi, njóti sérstaks sjálfstæðis."
"V. kafli","Ráðherrar og ríkisstjórn",6,97,1,2,"Sjálfstæðar ríkisstofnanir","Starfsemi slíkra stofnana verður ekki lögð niður, henni breytt að verulegu leyti eða fengin öðrum stofnunum, nema með lögum sem samþykkt eru með 2/3 hlutum atkvæða á Alþingi."
"VI. kafli","Dómsvald",7,98,1,1,"Skipan dómstóla","Skipan dómstóla, þar á meðal dómstig og fjöldi dómara, skal ákveðin með lögum."
"VI. kafli","Dómsvald",7,99,1,1,"Sjálfstæði dómstóla","Sjálfstæði dómstóla skal tryggt með lögum."
"VI. kafli","Dómsvald",7,100,1,1,"Lögsaga dómstóla","Dómstólar skera endanlega úr um réttindi og skyldur að einkarétti, svo og sök um refsiverða háttsemi og ákveða viðurlög við henni."
"VI. kafli","Dómsvald",7,100,2,1,"Lögsaga dómstóla","Dómstólar skera úr um hvort lög samrýmist stjórnarskrá."
"VI. kafli","Dómsvald",7,100,3,1,"Lögsaga dómstóla","Dómstólar skera úr um hvort stjórnvöld hafi farið að lögum."
"VI. kafli","Dómsvald",7,100,3,2,"Lögsaga dómstóla","Hjá ákvörðun stjórnvalds verður ekki komist í bráð með því að bera lögmæti hennar undir dóm."
"VI. kafli","Dómsvald",7,101,1,1,"Hæstiréttur Íslands","Hæstiréttur Íslands er æðsti dómstóll ríkisins og hefur hann endanlegt vald til að leysa úr öllum málum sem lögð eru fyrir dómstóla."
"VI. kafli","Dómsvald",7,101,2,1,"Hæstiréttur Íslands","Þó má ákveða með lögum að sérstakur dómstóll leysi endanlega úr ágreiningi um kjarasamninga og lögmæti vinnustöðvana, þó þannig að ákvörðunum hans um refsingu verði skotið til annarra dómstóla."
"VI. kafli","Dómsvald",7,102,1,1,"Skipun dómara","Dómarar eru þeir sem skipaðir hafa verið ótímabundið í embætti dómara eða settir til að gegna því um tiltekinn tíma."
"VI. kafli","Dómsvald",7,102,1,2,"Skipun dómara","Til dómstarfa geta dómstólar ráðið eða kvatt aðra eftir því sem mælt er fyrir í lögum."
"VI. kafli","Dómsvald",7,102,2,1,"Skipun dómara","Ráðherra skipar dómara og veitir þeim lausn."
"VI. kafli","Dómsvald",7,102,2,2,"Skipun dómara","Dómara verður ekki vikið endanlega úr embætti nema með dómi, og þá aðeins ef hann uppfyllir ekki lengur skilyrði til að gegna embættinu eða sinnir ekki skyldum sem starfinu tengjast."
"VI. kafli","Dómsvald",7,103,1,1,"Sjálfstæði dómara","Dómarar skulu í embættisverkum sínum fara einungis eftir lögum."
"VI. kafli","Dómsvald",7,104,1,1,"Ákæruvald og ríkissaksóknari","Skipan ákæruvaldsins skal ákveðin með lögum."
"VI. kafli","Dómsvald",7,104,2,1,"Ákæruvald og ríkissaksóknari","Ríkissaksóknari er æðsti handhafi ákæruvaldsins."
"VI. kafli","Dómsvald",7,104,2,2,"Ákæruvald og ríkissaksóknari","Hann skal í embættisverkum sínum fara einungis eftir lögum."
"VI. kafli","Dómsvald",7,104,3,1,"Ákæruvald og ríkissaksóknari","Ráðherra skipar ríkissaksóknara og veitir honum lausn."
"VI. kafli","Dómsvald",7,104,3,2,"Ákæruvald og ríkissaksóknari","Ríkissaksóknari er sjálfstæður í störfum sínum og nýtur sömu verndar í starfi og dómarar."
"VII. kafli","Sveitarfélög",8,105,1,1,"Sjálfstæði sveitarfélaga","Sveitarfélög ráða sjálf málefnum sínum eftir því sem lög ákveða."
"VII. kafli","Sveitarfélög",8,105,2,1,"Sjálfstæði sveitarfélaga","Sveitarfélög skulu hafa nægilega burði og tekjur til að sinna lögbundnum verkefnum."
"VII. kafli","Sveitarfélög",8,105,3,1,"Sjálfstæði sveitarfélaga","Tekjustofnar sveitarfélaga skulu ákveðnir með lögum, svo og réttur þeirra til að ákveða hvort og hvernig þeir eru nýttir."
"VII. kafli","Sveitarfélög",8,106,1,1,"Nálægðarregla","Á hendi sveitarfélaga, eða samtaka í umboði þeirra, eru þeir þættir opinberrar þjónustu sem best þykir fyrir komið í héraði svo sem nánar skal kveðið á um í lögum."
"VII. kafli","Sveitarfélög",8,107,1,1,"Kosning sveitarstjórna og íbúalýðræði","Sveitarfélögum er stjórnað af sveitarstjórnum sem starfa í umboði íbúa og eru kjörnar í almennum, leynilegum kosningum."
"VII. kafli","Sveitarfélög",8,107,2,1,"Kosning sveitarstjórna og íbúalýðræði","Rétti íbúa sveitarfélags til þess að óska eftir atkvæðagreiðslu um málefni þess skal skipað með lögum."
"VII. kafli","Sveitarfélög",8,108,1,1,"Samráðsskylda","Samráð skal haft við sveitarstjórnir og samtök þeirra við undirbúning lagasetningar sem varðar málefni sveitarfélaga."
"VIII. kafli","Utanríkismál",9,109,1,1,"Meðferð utanríkismála","Utanríkisstefna og almennt fyrirsvar ríkisins á því sviði er á hendi ráðherra í umboði og undir eftirliti Alþingis."
"VIII. kafli","Utanríkismál",9,109,2,1,"Meðferð utanríkismála","Ráðherrum er skylt að veita utanríkismálanefnd Alþingis upplýsingar um utanríkis- og varnarmál."
"VIII. kafli","Utanríkismál",9,109,2,2,"Meðferð utanríkismála","Ráðherra skal hafa samráð við nefndina áður en ákvörðun er tekin um mikilvæg utanríkismál."
"VIII. kafli","Utanríkismál",9,109,3,1,"Meðferð utanríkismála","Ákvörðun um stuðning við aðgerðir sem fela í sér beitingu vopnavalds, aðrar en þær sem Ísland er skuldbundið af samkvæmt þjóðarétti, skal háð samþykki Alþingis."
"VIII. kafli","Utanríkismál",9,110,1,1,"Þjóðréttarsamningar","Ráðherra gerir þjóðréttarsamninga fyrir hönd Íslands."
"VIII. kafli","Utanríkismál",9,110,1,2,"Þjóðréttarsamningar","Þó getur hann enga slíka samninga gert, ef þeir hafa í sér fólgið afsal eða kvaðir á landi, innsævi, landhelgi, efnahagslögsögu eða landgrunni, eða kalla á breytingar á landslögum, eða eru mikilvægir af öðrum ástæðum, nema samþykki Alþingis komi til."
"VIII. kafli","Utanríkismál",9,111,1,1,"Framsal ríkisvalds","Heimilt er að gera þjóðréttarsamninga sem fela í sér framsal ríkisvalds til alþjóðlegra stofnana sem Ísland á aðild að í þágu friðar og efnahagssamvinnu."
"VIII. kafli","Utanríkismál",9,111,1,2,"Framsal ríkisvalds","Framsal ríkisvalds skal ávallt vera afturkræft."
"VIII. kafli","Utanríkismál",9,111,2,1,"Framsal ríkisvalds","Með lögum skal afmarka nánar í hverju framsal ríkisvalds samkvæmt þjóðréttarsamningi felst."
"VIII. kafli","Utanríkismál",9,111,3,1,"Framsal ríkisvalds","Samþykki Alþingi fullgildingu samnings sem felur í sér framsal ríkisvalds skal ákvörðunin borin undir þjóðaratkvæði til samþykktar eða synjunar."
"VIII. kafli","Utanríkismál",9,111,3,2,"Framsal ríkisvalds","Niðurstaða slíkrar þjóðaratkvæðagreiðslu er bindandi."
"VIII. kafli","Utanríkismál",9,112,1,1,"Skyldur samkvæmt alþjóðlegum samningum","Öllum handhöfum ríkisvalds ber að virða mannréttindareglur sem bindandi eru fyrir ríkið að þjóðarétti og tryggja framkvæmd þeirra og virkni eftir því sem samræmist hlutverki þeirra að lögum og valdmörkum."
"VIII. kafli","Utanríkismál",9,112,2,1,"Skyldur samkvæmt alþjóðlegum samningum","Alþingi er heimilt að lögfesta alþjóðlega mannréttindasáttmála og umhverfissamninga og ganga þeir þá framar almennum lögum."
"IX. kafli","Lokaákvæði",10,113,1,1,"Stjórnarskrárbreytingar","Þegar Alþingi hefur samþykkt frumvarp til breytingar á stjórnarskrá skal það borið undir atkvæði allra kosningabærra manna í landinu til samþykktar eða synjunar."
"IX. kafli","Lokaákvæði",10,113,1,2,"Stjórnarskrárbreytingar","Atkvæðagreiðslan skal fara fram í fyrsta lagi einum mánuði og í síðasta lagi þremur mánuðum eftir samþykkt frumvarpsins á Alþingi."
"IX. kafli","Lokaákvæði",10,113,2,1,"Stjórnarskrárbreytingar","Hafi 5/6 hlutar þingmanna samþykkt frumvarpið getur Alþingi þó ákveðið að fella þjóðaratkvæðagreiðsluna niður og öðlast þá frumvarpið gildi engu að síður."
"IX. kafli","Lokaákvæði",10,114,1,1,"Gildistaka","Stjórnarskipunarlög þessi öðlast gildi þegar Alþingi hefur samþykkt þau í samræmi við ákvæði stjórnarskipunarlaga nr. 33 frá 17. júní 1944 með áorðnum breytingum."
"IX. kafli","Lokaákvæði",10,114,2,1,"Gildistaka","Við gildistöku stjórnarskipunarlaga þessara falla úr gildi stjórnarskipunarlög nr. 33 frá 17. júní 1944 með áorðnum breytingum."
,"{Ákvæði til bráðabirgða}",11,,1,1,,"Þrátt fyrir ákvæði 10. mgr. 39. gr. nægir samþykki einfalds meirihluta atkvæða á Alþingi til að breyta lögum um kosningar til Alþingis til samræmis við stjórnarskipunarlög þessi eftir að þau taka gildi."
,"{Ákvæði til bráðabirgða}",11,,1,2,,"Þegar sú breyting hefur verið gerð fellur ákvæði þetta úr gildi."
